MMSI,Vessel Name,Vessel Type,Call Sign,IMO Number,Length,Breadth,Depth,Flag
244670262,BERJAN,79,PC9808,,,,,Netherlands
244670296,ORION,79,PD4183,,,,,Netherlands
244670308,MARPOL 12,99,PF2621,,,,,Netherlands
244670332,LIS,79,PE8508,,,,,Netherlands
244670345,CHRISTIAAN B,Passenger,PE3296,,,,,Netherlands
244670355,BORNEO,79,PF2400,,,,,Netherlands
244670361,THUREDREGT,99,PD2337,,,,,Netherlands
244670375,MERWEMOND,20,PD4104,,,,,Netherlands
244670400,VAKOVA,79,PF6766,,,,,Netherlands
244670404,CHICAGO,Tanker,PB5311,,,,,Netherlands
244670408,MATRICARIA,99,PD4216,,,,,Netherlands
244670444,NOORDEREILAND,Tanker,PB5333,,,,,Netherlands
244670457,JACOBUS SR,79,PB5342,,,,,Netherlands
244670476,ALBATROS,79,PD7698,,,,,Netherlands
244670520,LIZZY,Tug,PB5400,,,,,Netherlands
244670546,ANNIE,,PE7234,,,,,Netherlands
244670571,VICTORIE,,PF3046,,,,,Netherlands
244670574,CHALLENGER,Tanker,PH2726,,,,,Netherlands
244670594,STORMVOGEL,79,PD3817,,,,,Netherlands
244670595,MIRONI,79,PD9302,,,,,Netherlands
244670602,SQUEEZE,Other,PE7299,,,,,Netherlands
244670666,VERONIEKE,79,PE9024,,,,,Netherlands
244670671,HOPPETOSSA,99,PG2080,,,,,Netherlands
244670710,SPERANZA,99,PI2976,,,,,Netherlands
244670775,ANTEROS,79,PH9234,,,,,Netherlands
244670872,ZUIDERZEE,Passenger,PD4980,,,,,Netherlands
244670881,CLEAN SEAS 3,79,PD3877,,,,,Netherlands
244670926,BONNEFOOI,,PH9199,,,,,Netherlands
244670997,WATERBOOT  10,99,PF2118,,,,,Netherlands
244689000,DROGDENBANK,Cargo,PBQP,,,,,Netherlands
244690002,WATERBOOT 12,99,PF2323,,,,,Netherlands
244690021,LINDA,69,PE6314,,,,,Netherlands
244690027,CALYPSO,Passenger,PD3667,,,,,Netherlands
244690031,NIVOMA,79,PE2469,,,,,Netherlands
244690052,METROPOLIS,79,PB6076,,,,,Netherlands
244690053,GILDENBURG,79,PE4217,,,,,Netherlands
244690092,GROTE JAGER,Passenger,PG7264,,,,,Netherlands
244690108,FOCUS,79,PE3560,,,,,Netherlands
244690247,CASA NOVA,79,PD3143,,,,,Netherlands
244690278,AURIGA,79,PD3060,,,,,Netherlands
244690281,NASSAUKADE,99,PB3070,,,,,Netherlands
244690348,CHALLENGE,Dredger,PF3865,,,,,Netherlands
244690407,AZOLLA,69,PD8182,,,,,Netherlands
244690465,NANCY,Tug,PG8499,,,,,Netherlands
244690470,ORA ET LABORA,99,PE3786,,,,,Netherlands
244690475,HENDRIK SR,Tanker,PD5666,,,,,Netherlands
244690518,ALBATROS,79,PG4539,,,,,Netherlands
244690524,PW 102,Dredger,PD2635,,,,,Netherlands
244690536,TOMMY,Tug,PH3875,,,,,Netherlands
244690561,JOLLY,99,PE6607,,,,,Netherlands
244690564,VIGILATE,79,PD3428,,,,,Netherlands
244690569,SALIRE,79,PH2579,,,,,Netherlands
244690751,VIKING DRAKAR,99,PE9253,,,,,Netherlands
244690781,WAPEN VAN AMSTERDAM,69,PD2852,,,,,Netherlands
244690812,GRIETJE,69,PI3118,,,,,Netherlands
244690827,FLAMINGO,79,PI7564,,,,,Netherlands
244690853,SPES,,PD2544,,,,,Netherlands
244690858,HENDRIK 7,Tug,PB37137,,,,,Netherlands
244690889,NAJADE,Pleasure Craft,PH5183,,,,,Netherlands
244690890,VRIJHEID,69,PA3082,,,,,Netherlands
244690901,VOYAGE,Tanker,PH9327,,,,,Netherlands
244690903,ADIO,79,PG6628,,,,,Netherlands
244690967,DENNIS F,99,PC3396,,,,,Netherlands
244700038,THE LOUNGE,69,PB7548,,,,,Netherlands
244700050,WILLEM-JR,79,PC3870,,,,,Netherlands
244700116,JEBRITT,Other,PD3607,,,,,Netherlands
244700123,SMIT WAALHAVEN 4,Tug,PD9721,,,,,Netherlands
244700148,ROTTERDAM 30,79,PB3562,,,,,Netherlands
244700197,HYDROVAC 17,Tanker,PD5429,,,,,Netherlands
244700221,MAGNIFIQUE IV,69,PF9152,,,,,Netherlands
244700232,CHLOE,79,PE6248,,,,,Netherlands
244700254,IJSSELDELTA,Dredger,PD3064,,,,,Netherlands
244700261,SEROMA,79,PD4997,,,,,Netherlands
244700279,ISABEL,79,PB7708,,,,,Netherlands
244700318,MEARE,Cargo,PF9485,,,,,Netherlands
244700340,EEMSTRANS,79,PD3824,,,,,Netherlands
244700412,ANNY,Towing,PH5587,,,,,Netherlands
244700415,AMERIX,Tanker,PB7871,,,,,Netherlands
244700425,RYANOALT,99,PD3638,,,,,Netherlands
244700605,FARMSUM,79,PD7224,,,,,Netherlands
244700606,TYFOON,79,PI7208,,,,,Netherlands
244700612,JANNEKE,,PE3883,,,,,Netherlands
244700625,MAASWERKEN,Tug,PG7595,,,,,Netherlands
244700631,LA TERNA,79,PG8361,,,,,Netherlands
244700651,HYDROVAC 11,Tanker,PB8046,,,,,Netherlands
244700662,CHRISTINA,Pleasure Craft,PG6768,,,,,Netherlands
244700668,AQUA ALBIS,Tanker,PB8060,,,,,Netherlands
244700679,HARMONIE,69,PF2352,,,,,Netherlands
244700690,MONTREAL,,PB8099,,,,,Netherlands
244700707,FRISIUS VAN ADEL,69,PG5271,,,,,Netherlands
244700708,VRIENDENTROUW,69,PH5427,,,,,Netherlands
244700710,VANTHYA,79,PB7275,,,,,Netherlands
244700724,TSJERK HIDDES,69,PD2818,,,,,Netherlands
244700734,BARCA,Towing,PD4276,,,,,Netherlands
244700736,ZELDENRUST,20,PH2398,,,,,Netherlands
244700741,SPES NOVA,99,PF3923,,,,,Netherlands
244700799,CHRISTINA,79,PH8659,,,,,Netherlands
244700802,SANSTOARM,79,PD7355,,,,,Netherlands
244700808,WENDY DUA,99,PG8320,,,,,Netherlands
244700809,JENNY,Tug,PE5930,,,,,Netherlands
244700859,KLIFRAK,69,PC2890,,,,,Netherlands
244700862,THEODORUS,Dredger,PC5942,,,,,Netherlands
244700872,FOX,79,PD4261,,,,,Netherlands
244700893,GENDTIA,99,PD3002,,,,,Netherlands
244700938,P1,99,PD7425,,,,,Netherlands
244700940,VISION,79,PF2556,,,,,Netherlands
244700941,MARITA,69,PB8263,,,,,Netherlands
244700945,IJVEER XIII,,PF8044,,,,,Netherlands
244700972,ALBERTA,79,PD3474,,,,,Netherlands
244700980,AMARE,79,PG5628,,,,,Netherlands
244701000,NOORDZEEREUS III,,PGJO,,,,,Netherlands
244710026,BARACAS,99,2E,,,,,Netherlands
244710035,OPUS,79,PH8938,,,,,Netherlands
244710037,ROBBENZAND,Dredger,PF7942,,,,,Netherlands
244710043,ISIS,79,PD3107,,,,,Netherlands
244710047,MON DESIR,99,PH7532,,,,,Netherlands
244710092,MARIANNE H,99,PD4@B7,,,,,Netherlands
244710135,CIRCLE,79,PD3962,,,,,Netherlands
244710171,LA BOHEME,69,PI8440,,,,,Netherlands
244710183,PATRIJS,79,PF9742,,,,,Netherlands
244710209,LA VIDA,79,PD4980,,,,,Netherlands
244710257,FIONA S,Cargo,PH9758,,,,,Netherlands
244710265,DECIMO,Dredger,PE8131,,,,,Netherlands
244710271,DEO AMARE,79,PD2803,,,,,Netherlands
244710272,FRANCISCA,69,PH3690,,,,,Netherlands
244710274,ANDANTE,79,@GH@@,,,,,Netherlands
244710300,GODEFRIDUS V AEMSTEL,Passenger,PF5506,,,,,Netherlands
244710338,TALERNA,79,PH8261,,,,,Netherlands
244710357,VELUWE,Cargo,PG8107,,,,,Netherlands
244710359,ALEXANDER,79,PB8537,,,,,Netherlands
244710370,QUO-VADIS,79,PD2996,,,,,Netherlands
244710399,SUZANNE,Dredger,PE7330,,,,,Netherlands
244710422,LEVANT,79,PG5553,,,,,Netherlands
244710451,HAVENDIENST 20,Tug,PH3986,,,,,Netherlands
244710506,AMSTELDIEP,79,PF6106,,,,,Netherlands
244710512,FENNA,Tug,PD4822,,,,,Netherlands
244710519,HORIZON,79,PE5681,,,,,Netherlands
244710523,GEULPLUS,Tanker,PH4680,,,,,Netherlands
244710529,GERJA,79,PE9100,,,,,Netherlands
244710562,SLENK,Pleasure Craft,PB8684,,,,,Netherlands
244710584,REINOD  14,79,PB7557,,,,,Netherlands
244710702,GEMINI 2,69,PI9921,,,,,Netherlands
244710705,SCHEUR,99,PE2448,,,,,Netherlands
244710730,ALI B2,69,PD8698,,,,,Netherlands
244710739,DRAGA,79,PB8813,,,,,Netherlands
244710740,MONNIK,Other,PI3649,,,,,Netherlands
244710741,SIER,Passenger,PG6257,,,,,Netherlands
244710787,DE HESTER,69,PC2794,,,,,Netherlands
244710806,TONNIE DE BLANK,69,PH9696,,,,,Netherlands
244710819,WATER LADY,Tug,PE8242,,,,,Netherlands
244710820,FESTINA LENTE @B,53,PH7999,,,,,Netherlands
244710844,VIKING,Dredger,PE3519,,,,,Netherlands
244710875,RIJK DE GOOYER,Passenger,PI3877,,,,,Netherlands
244710892,RIALTO,79,PH5370,,,,,Netherlands
244710901,FIDES,79,PD4985,,,,,Netherlands
244710903,YEMAYA,Tanker,PB8923,,,,,Netherlands
244710910,DRIUWPOLLE,Dredger,PF9851,,,,,Netherlands
244710914,DIELIS,20,PI3498,,,,,Netherlands
244710931,RAPIDO,79,PF7612,,,,,Netherlands
244710940,GRIFFITRANS,79,PD8601,,,,,Netherlands
244710958,HOOP OP WELVAART,Pleasure Craft,PG9183,,,,,Netherlands
244710964,CHILA,79,PE4129,,,,,Netherlands
244710978,SUDWESTER,69,PC3781,,,,,Netherlands
244712000,GYLFE R,Other,PCWM,,,,,Netherlands
244716000,SALVATOR,Towing,PCWQ,,,,,Netherlands
244716921,ROOS,Passenger,PE4486,,,,,Netherlands
244721652,DENZO,,PC7296,,,,,Netherlands
244723000,GUNGNER R,Dredger,PCXB,,,,,Netherlands
244730000,SCHELDEGRACHT,Cargo,PFAQ,,,,,Netherlands
244730012,VROUWE JACOBA,Pleasure Craft,PC8100,,,,,Netherlands
244730044,TOSSA,79,PB3635,,,,,Netherlands
244730075,VIRGINIA,69,PI8852,,,,,Netherlands
244730095,PALLIETER,Pleasure Craft,PC4085,,,,,Netherlands
244730114,MERCURIUS,99,PH5975,,,,,Netherlands
244730120,TEXEL,Dredger,PF2120,,,,,Netherlands
244730205,CONTESSA,69,PB7857,,,,,Netherlands
244730240,JACQUELINE,,PG3751,,,,,Netherlands
244730278,LILIAN,Tanker,PF9222,,,,,Netherlands
244730287,DYNAMO,Dredger,PH6704,,,,,Netherlands
244730288,ARJA,79,PH6492,,,,,Netherlands
244730292,SJARINA,,PF6523,,,,,Netherlands
244730297,ORKA,79,PB9359,,,,,Netherlands
244730346,RENSKE,Tanker,PG6195,,,,,Netherlands
244730353,HALLE,Pleasure Craft,PB7969,,,,,Netherlands
244730366,MERIDIAAN,69,PH2135,,,,,Netherlands
244730367,DE STRIJD,69,PI3798,,,,,Netherlands
244730476,SMIT WAALHAVEN 8,99,PD2389,,,,,Netherlands
244730564,WADDENZEE II,Tug,PD2631,,,,,Netherlands
244730581,NOVA-CURA,79,PD7531,,,,,Netherlands
244730617,VALERA,79,PB5945,,,,,Netherlands
244730660,NIEUWE ZORG,Pleasure Craft,PE3126,,,,,Netherlands
244730661,ROSA VAN DELFT,Pleasure Craft,PI2298,,,,,Netherlands
244730679,SPECULANT,Pleasure Craft,PI9083,,,,,Netherlands
244730740,JORT,99,,,,,,Netherlands
244730843,PASSANT,79,PD7762,,,,,Netherlands
244730927,GALATEA,79,PD5852,,,,,Netherlands
244730945,THERESIA,79,PD4233,,,,,Netherlands
244730948,AVONTUUR,,PC5805,,,,,Netherlands
244731659,SECEDA,99,PH9109,,,,,Netherlands
244733530,MSC MARJA,79,PB7691,,,,,Netherlands
244733945,ROERMOND MAX,79,PA3398,,,,,Netherlands
244736000,VAN KINSBERGEN,Military,PAKB,,,,,Netherlands
244740060,MALMO,79,PF8570,,,,,Netherlands
244740078,MI-BARCO,99,PD9362,,,,,Netherlands
244740080,AHOY 50,Dredger,PD6579,,,,,Netherlands
244740095,KARST,Dredger,PC3323,,,,,Netherlands
244740107,MORDICUS,99,PD4705,,,,,Netherlands
244740124,OPTIMIST,Dredger,PH6528,,,,,Netherlands
244740160,SOMNIUM,20,PD9543,,,,,Netherlands
244740162,MIRJAM,79,PD9741,,,,,Netherlands
244740231,TALISMAN,69,PG4385,,,,,Netherlands
244740396,SOMTRANS XXIV,99,PF4130,,,,,Netherlands
244740404,BERGSE DIEP,Tanker,PF 4267,,,,,Netherlands
244740438,INGONA,Tug,PH8059,,,,,Netherlands
244740441,NIRWANA,Passenger,PD7569,,,,,Netherlands
244740507,HYDROVAC 7,Tanker,PI8877,,,,,Netherlands
244740598,FRIENDSHIP,79,PD5818,,,,,Netherlands
244740609,ORION,99,PE6334,,,,,Netherlands
244740618,HOLLANDSCH DIEP,69,PG3123,,,,,Netherlands
244740664,ZEPHIR,79,PC2420,,,,,Netherlands
244740804,LA BLANCA,79,PD3139,,,,,Netherlands
244740824,CLAES HORN,69,PH9656,,,,,Netherlands
244740862,DEINING,Dredger,PH3226,,,,,Netherlands
244740869,DEO  ANNUENTE,Pleasure Craft,PI2519,,,,,Netherlands
244740939,RIAN,79,PF8308,,,,,Netherlands
244740941,MTS EUPHORY,Tanker,PB4346,,,,,Netherlands
244747974,MARIA CATTIVA,Sailing,PG6138,,,,,Netherlands
244750011,YE-27 PROSPER JULIEN,Fishing,PD9977,,,,,Netherlands
244750018,RELINQUENDA,99,PE3173,,,,,Netherlands
244750030,PIET HEIN,79,PB8541,,,,,Netherlands
244750038,ONDERNEMING,Pleasure Craft,PE8766,,,,,Netherlands
244750047,MONZA,79,PG8145,,,,,Netherlands
244750110,WHITE PRINCESS,Pleasure Craft,PI4430,,,,,Netherlands
244750111,HENRY HUDSON,69,PE 6343,,,,,Netherlands
244750116,GRACE KELLY,69,PG4610,,,,,Netherlands
244750119,IJVEER XIV,69,PH8395,,,,,Netherlands
244750215,REIGER,Dredger,PD3940,,,,,Netherlands
244750219,DIVITIAE,79,PD3900,,,,,Netherlands
244750229,DANKBAARHEID,69,PD6628,,,,,Netherlands
244750241,ANNE FRANK,69,PF8803,,,,,Netherlands
244750265,SIMON CARMIGGELT,69,PF8876,,,,,Netherlands
244750276,ALBLAS,69,PD2390,,,,,Netherlands
244750309,ARUBA,Tanker,PB8438,,,,,Netherlands
244750311,BARBAROSSA,99,@EO118,,,,,Netherlands
244750355,AGAMEMNON,79,PI3404,,,,,Netherlands
244750367,HERCULES,99,PH5762,,,,,Netherlands
244750439,CALA  JONDAL,79,PD5049,,,,,Netherlands
244750464,GOEDE HOOP,,PD4580,,,,,Netherlands
244750556,SUMUS-UMBRA,99,PD8546,,,,,Netherlands
244750613,WINDEKIND,Pleasure Craft,PG5570,,,,,Netherlands
244750666,JONATHAN,,PG8340,,,,,Netherlands
244750748,MEANDER,20,PD3074,,,,,Netherlands
244753296,MARIETTE,79,PC6950,,,,,Netherlands
244758000,STENA HOLLANDICA,61,PBMM,,,,,Netherlands
244770094,LINDA,Dredger,PA6868,,,,,Netherlands
244770173,ANNEMARIE,79,PD3084,,,,,Netherlands
244770216,RIJNLAND 1,Pleasure Craft,PC3973,,,,,Netherlands
244770268,ENDEAVOUR,Other,PE6716,,,,,Netherlands
244770319,VECHT,99,PD8906,,,,,Netherlands
244770330,MARKERMEER,99,PE3450,,,,,Netherlands
244770332,ADRIAAN,Tug,PD4492,,,,,Netherlands
244770656,MISTRAL,99,PF8055,,,,,Netherlands
244770705,ANTJE,Pleasure Craft,PG9657,,,,,Netherlands
244770759,PARADIS,69,PA2152,,,,,Netherlands
244770894,MAATJE JOHANNA,Pleasure Craft,PC4437,,,,,Netherlands
244780204,FLEVOMEER,99,PE3439,,,,,Netherlands
244780213,ELAY,Tanker,PA2969,,,,,Netherlands
244780231,ESLABON,Tanker,PE7004,,,,,Netherlands
244780279,VRIJENBAN,79,PG2702,,,,,Netherlands
244780281,ECOLUTION,69,PA3065,,,,,Netherlands
244780324,CORNEILLE,69,PE6610,,,,,Netherlands
244780372,WOLK,,PC6737,,,,,Netherlands
244780379,HYDRA,Pilot Vessel,PCQW,,,,,Netherlands
244780443,CASCADE,79,PE5235,,,,,Netherlands
244780445,EENDRACHT,Pleasure Craft,PG2789,,,,,Netherlands
244780451,SOMTRANS XXXI,99,PA3248,,,,,Netherlands
244780459,CAMARO V,79,PA3253,,,,,Netherlands
244780487,PASSE LAGOM,Pleasure Craft,PA3306,,,,,Netherlands
244780591,ANNE SUUS,Dredger,PA3388,,,,,Netherlands
244780627,HYDRA,79,PA3417,,,,,Netherlands
244780642,PRINSES MARGRIET,69,PG5257,,,,,Netherlands
244780670,LAURA 2,Tug,PF2102,,,,,Netherlands
244780704,EMMA,,PA3466,,,,,Netherlands
244780721,RIKKERT,Tug,PI2879,,,,,Netherlands
244780771,MAREA,Pleasure Craft,PB8072,,,,,Netherlands
244780886,RISICO,Pleasure Craft,PA3617,,,,,Netherlands
244780951,FERRY JO,Towing,PE9213,,,,,Netherlands
244780967,HA2 PESCADOR,Fishing,PD2410,,,,,Netherlands
244786000,YE257 SOLI DEOGLORIA,Fishing,PDMM,,,,,Netherlands
244790047,EEMSLIFT HENDRIKA,Cargo,PCYX,,,,,Netherlands
244790094,DREAM,Pleasure Craft,PI3022,,,,,Netherlands
244790148,ST. BARTH,Tanker,PA3942,,,,,Netherlands
244790265,MAHU.M880,Pleasure Craft,PC9635,,,,,Netherlands
244790338,HELENA,69,PE9600,,,,,Netherlands
244790535,PANERA,Tanker,PA4720,,,,,Netherlands
244790664,KAILANI III,Pleasure Craft,PA4989,,,,,Netherlands
244795000,SCHOTSMAN,Dredger,PBKT,,,,,Netherlands
244799272,ROSA,79,PE2234,,,,,Netherlands
244800000,SC ANNA,53,PDWD,,,,,Netherlands
244810000,SCH-144 VERTROUWEN,Fishing,PFAY,,,,,Netherlands
244810178,CONQUEST MB1,Other,PCPS,,,,,Netherlands
244810191,DIRK II,99,PA6096,,,,,Netherlands
244810214,STADSWERKEN 1,Other,PE5561,,,,,Netherlands
244810301,IJM-22 BLACK-JACK,Fishing,PCPX,,,,,Netherlands
244810389,KRVE 42,99,PB2668,,,,,Netherlands
244810417,SONANS,49,PA6617,,,,,Netherlands
244810443,EEMSLIFT DAFNE,79,PCXF,,,,,Netherlands
244810513,WALVIS,Towing,PA6822,,,,,Netherlands
244810632,ALASKA,Tanker,PB4400,,,,,Netherlands
244810692,AQUA LIGERA,20,PB8138,,,,,Netherlands
244810711,JACORNI,79,PB9592,,,,,Netherlands
244810809,THUNDERBIRD 1,99,PA6621,,,,,Netherlands
244820457,PW 105,79,PD4372,,,,,Netherlands
244820532,WIJNAND-H,79,PI8295,,,,,Netherlands
244830009,SWAEN,69,PA5642,,,,,Netherlands
244830126,KRVE 55,99,PD2189,,,,,Netherlands
244830230,SCHAVUIT,79,PH4892,,,,,Netherlands
244830645,COMTESSE,Pleasure Craft,PI7800,,,,,Netherlands
244830939,ZK9 ANTONIA,Fishing,PA6790,,,,,Netherlands
244830948,HEI-DI,Dredger,PC5945,,,,,Netherlands
244850045,AHAVA,79,PB4130,,,,,Netherlands
244850093,MULTRATUG 29,Tug,PBVV,,,,,Netherlands
244850164,RVE12,,PF2255,,,,,Netherlands
244850180,NOVA,Dredger,PA3015,,,,,Netherlands
244850305,SOLIDE,79,PG3494,,,,,Netherlands
244850356,HOLLANDE,79,PA3928,,,,,Netherlands
244850360,IJSSELNAAR,79,PC3642,,,,,Netherlands
244850638,JOANINE-SUSANNA,Tug,PD5240,,,,,Netherlands
244850973,STRAHL O MATIC,Dredger,PF7953,,,,,Netherlands
244859000,THUN EQUALITY,Tanker,PCIT,,,,,Netherlands
244859480,NOA,Tanker,PG7789,,,,,Netherlands
244859740,NOZEM,99,PF7530,,,,,Netherlands
244860163,HALVE MAAN,69,PG6985,,,,,Netherlands
244860383,SB 21,Other,PI3074,,,,,Netherlands
244860456,DIRKJE,Cargo,PC2086,,,,,Netherlands
244863988,NATHAN,Pleasure Craft,PF4447,,,,,Netherlands
244867458,EIVISSA,Military,PD3527,,,,,Netherlands
244868792,BRUNO,Tanker,PI7663,,,,,Netherlands
244870204,KRVE44,99,PF7880,,,,,Netherlands
244870322,ASSISTENT,Pleasure Craft,PD8745,,,,,Netherlands
244870546,DIRK JR,99,PF4398,,,,,Netherlands
244870588,ANDRE HAZES,69,PB7393,,,,,Netherlands
244870700,METTE MARIA,Dredger,PDDZ,,,,,Netherlands
244870871,ANNE J,Tug,PC2132,,,,,Netherlands
244878100,BARRACUDA,Pleasure Craft,PE9640,,,,,Netherlands
244884000,KONINGIN JULIANA,SAR Vessel,PFKR,,,,,Netherlands
244889000,ZWERVER V,99,PGGY,,,,,Netherlands
244890030,DIAFORA,79,PC3125,,,,,Netherlands
244890060,HILLEGIENA,79,PC3610,,,,,Netherlands
244890215,MARINA,Tug,PF2387,,,,,Netherlands
244890298,NOMAD,Pleasure Craft,PF6421,,,,,Netherlands
244890413,LINQUENDA,Pleasure Craft,PI6786,,,,,Netherlands
244890425,WALRUS,Pleasure Craft,PC6120,,,,,Netherlands
244890597,SANDMAN,79,PG4911,,,,,Netherlands
244890607,MULTRATUG 3,Tug,PCDB,,,,,Netherlands
244890767,COPULA,Towing,PC6375,,,,,Netherlands
244890894,ALLURE,79,PG5291,,,,,Netherlands
244895000,NSI WORKER,Diving Ops,PGET,,,,,Netherlands
244900122,MULTRATUG 32,Tug,PBQM,,,,,Netherlands
244902363,QUINTO,Tanker,PH5119,,,,,Netherlands
244919000,BLAUWE JUFFER,Sailing,PG4134,,,,,Netherlands
244926000,PROFESSOR LORENTZ,Pleasure Craft,PBVA,,,,,Netherlands
244928000,VERTOM CYTA,Cargo,PFSI,,,,,Netherlands
244936000,NLD WARSHIP A834,Military,PAID,,,,,Netherlands
244974000,KITTY ROOSMALE NEP.,SAR Vessel,PBMA,,,,,Netherlands
244974329,TEXAS,Tanker,PH7740,,,,,Netherlands
244976000,MISSISSIPPIBORG,Cargo,PCGZ,,,,,Netherlands
244990000,SOSPAN DAU,Dredger,PBAL,,,,,Netherlands
244990940,SOLDIER,99,PC8233,,,,,Netherlands
244995397,ALLEGRO,79,PH4539,,,,,Netherlands
245029000,WESTEWIND,Cargo,PBJC,,,,,Netherlands
245045000,BALGZAND,Military,PACH,,,,,Netherlands
245072000,H&S PATIENCE,Cargo,PHMP,,,,,Netherlands
245097000,PULPCA,Cargo,PHMT,,,,,Netherlands
245115000,ZEPHYR,Sailing,PIXB,,,,,Netherlands
245142000,POLARIS (PILOTS),Pilot Vessel,PBZN,,,,,Netherlands
245157000,NORDBORG,Cargo,PIBU,,,,,Netherlands
245171000,REGULUS,55,PBWU,,,,,Netherlands
245199000,EEMS WRESTLER,Towing,PDSG,,,,,Netherlands
245241000,WARBER,Cargo,PILF,,,,,Netherlands
245252000,GO26 ARENDJAN,Fishing,PBGF,,,,,Netherlands
245271000,JALONBORG,Cargo,PFBH,,,,,Netherlands
245352000,WR98 ELSE JEANNETTE,Fishing,PDWC,,,,,Netherlands
245410000,4-WINDS,99,PDUR,,,,,Netherlands
245415000,UK35 MARIA CORNELIS,Fishing,PCDG,,,,,Netherlands
245528000,DE VRIJHEID,Other,PHYY,,,,,Netherlands
245594000,SCHOUWENBANK,Cargo,PETT,,,,,Netherlands
245639000,FRASERBORG,79,PCJS,,,,,Netherlands
245669000,BAYAMO,Tanker,PCMA,,,,,Netherlands
245684000,YE 72 SURSUM CORDA,Fishing,PCEW,,,,,Netherlands
245711000,PIONEER (PILOTS),Pilot Vessel,PCGX,,,,,Netherlands
245744000,SL 23 ALBATROS,Fishing,PFTL,,,,,Netherlands
245747000,EEMS NO1,67,PHBI,,,,,Netherlands
245776000,RV2104,HSC,PERV,,,,,Netherlands
245816000,SNOEKGRACHT,Cargo,PCHF,,,,,Netherlands
245821000,VB SIRIUS,Tug,PFMO,,,,,Netherlands
245850000,CERBERUS,Diving Ops,PD2193,,,,,Netherlands
245866000,KONINGIN EMMA,Passenger,PDAM,,,,,Netherlands
245882000,BALTIC STAR,Cargo,PDLW,,,,,Netherlands
245894000,ZK111:HESSELTJE.IETJ,Fishing,PE9775,,,,,Netherlands
245923000,DE ALBERTHA,Sailing,PCOK,,,,,Netherlands
245932000,VB GINGER,Tug,PBNZ,,,,,Netherlands
245937000,NP 562,99,PDHD,,,,,Netherlands
245945000,HNLMS WILLEMSTAD,Military,PAEO,,,,,Netherlands
246006000,VLIESTROOM,Dredger,PFBK,,,,,Netherlands
246026000,CORVUS,55,PDBF,,,,,Netherlands
246035000,NOORDZEEREUS II,Dredger,PGHX,,,,,Netherlands
246039000,AMASUS,,PBVG,,,,,Netherlands
246066000,UKPIK,Cargo,PIWZ,,,,,Netherlands
246092000,YE172 PIET HEIN,Fishing,PGTJ,,,,,Netherlands
246177000,ARGO-1,Dredger,PEBK,,,,,Netherlands
246188000,FENSFJORD,79,PHFD,,,,,Netherlands
246192000,EEMSHORN,Dredger,PDYC,,,,,Netherlands
246194000,HA35 CONFIANZA,Other,PG6278,,,,,Netherlands
246195000,ALBERTA EXPRESS,Other,PF7367,,,,,Netherlands
246202000,YE56 PIETER,Fishing,PGSI,,,,,Netherlands
246211000,CONDOR,Tug,PDTF,,,,,Netherlands
246223000,NIEUWEDIEP,Military,PHBV,,,,,Netherlands
246259000,MAAS,Dredger,PDTY,,,,,Netherlands
246265000,ORANJEBORG,Cargo,PIAG,,,,,Netherlands
246354000,BITONIA,Tanker,PDRW,,,,,Netherlands
246366000,BRAGE R,Dredger,PEOX,,,,,Netherlands
246380000,CETUS (PILOTS),Pilot Vessel,PHDH,,,,,Netherlands
246389000,BRANDARIS,Tug,PDHJ,,,,,Netherlands
246390000,PERSEUS (PILOTS),Pilot Vessel,PHDI,,,,,Netherlands
246417000,BRU-72 STORMVOGEL,Fishing,PEBA,,,,,Netherlands
246443000,IEPBORG,Cargo,PBRU,,,,,Netherlands
246467000,FAIRPARTNER,Cargo,PHEC,,,,,Netherlands
246483000,BERGFJORD,79,PEBS,,,,,Netherlands
246488000,NSI SERVANT,HSC,PEPE,,,,,Netherlands
246490000,MULTRASALVOR 4,Tug,PDPN,,,,,Netherlands
246514000,KNRM-JOKE DIJKSTRA,SAR Vessel,PHJD,,,,,Netherlands
246572000,AMAZONEBORG,79,PHIN,,,,,Netherlands
246582000,RWS 74,55,PBSI,,,,,Netherlands
246584000,RWS 76,55,PBSK,,,,,Netherlands
246591000,FAGELGRACHT,Cargo,PBST,,,,,Netherlands
246596000,FRISIAN OCTA,79,PCHK,,,,,Netherlands
246613000,BERTHOLD K.,Cargo,PBUN,,,,,Netherlands
246619000,FLORAGRACHT,Cargo,PBUS,,,,,Netherlands
246620000,FLEVOGRACHT,Cargo,PBUT,,,,,Netherlands
246657000,DRACO (PILOT VESSEL),Pilot Vessel,PBXB,,,,,Netherlands
246685000,LADY AMALIA,Cargo,PCNV,,,,,Netherlands
246823000,URSULA ESSBERGER,Tanker,PCMM,,,,,Netherlands
246830000,ALAMOSBORG,Cargo,PCMV,,,,,Netherlands
246849000,TEUNIS HUIBERTUS,Dredger,PGCS,,,,,Netherlands
246869000,EEMS TJONGER,Cargo,PCOX,,,,,Netherlands
246873000,EEMS DUNDEE,Cargo,PCPU,,,,,Netherlands
246877000,AMERSTROOM,Tug,PCQF,,,,,Netherlands
246878000,CORAL ENERGY,Tanker,PCQG,,,,,Netherlands
246900000,VOLGABORG,Cargo,PCSQ,,,,,Netherlands
246910000,MAX,Towing,PEOB,,,,,Netherlands
