MMSI,Vessel Name,IMO Number,Call Sign,Vessel Type,Length,Breadth,Depth,Flag
244890233,T/T NOORDERZON,IMO0000000,PC5089,Pleasure Craft,4,2,,Netherlands
232044763,SABALO,IMO0000000,MMOX5,Sailing,14,7,,United Kingdom
982470018,COSTA LUMINOSA RB 1,IMO0000000,ICGU,Other,8,4,,Unknown
232039077,OCEAN PEARL,IMO0000000,MKIT7,Sailing,20,6,,United Kingdom
775992447,WHITE BULLET,IMO0000000,YD18248,Pleasure Craft,14,4,,Unknown
232043473,NAHLA,IMO0000000,MMCX6,Sailing,16,8,,United Kingdom
538071595,INDIGO,IMO0000000,V7A4680,Pleasure Craft,30,10,,Marshall Islands
211557500,TONIA,IMO0000000,DG3850,Sailing,13,9,,Germany
538070025,ARIADNE,IMO0000000,V7EQ3,Pleasure Craft,37,8,,Marshall Islands
227962410,TXOCUBE,IMO0000000,FAG6708,Sailing,15,6,,France
232051272,PANAMIRA,IMO0000000,MOKU2,Sailing,18,10,,United Kingdom
265808260,ASTA,IMO0000000,SF5707,Sailing,14,4,,Sweden
735059309,SEA HORSE,IMO0000000,HC5620,Pleasure Craft,18,5,,Unknown
775998379,ICE,IMO0000000,YYD1376,Pleasure Craft,4,4,,Unknown
232037711,WINTERS COMING,IMO0000000,MJVC8,Sailing,15,8,,United Kingdom
538071994,FANTASEA III,IMO0000000,V7A7264,Pleasure Craft,0,0,,Marshall Islands
232012229,SILVER OASIS,IMO0000000,MCDI6,Sailing,15,5,,United Kingdom
215747000,MIDORI,IMO0000000,9HB7183,Sailing,20,11,,Malta
235082858,SPIRIT OF ENDEAVOUR,IMO0000000,2DXT6,Pleasure Craft,27,7,,United Kingdom
235019694,ILANDA,IMO0000000,MFQZ7,Sailing,15,4,,United Kingdom
548929000,HANTON TRADER V,IMO9717333,DUHS,Cargo,229,,7.4,Philippines
248820000,AUMICHAKIAD,,9HB6239,Pleasure Craft,37,8,0.0,Malta
538072210,NORTH STAR,IMO0000000,V7A6707,Pleasure Craft,0,0,,Marshall Islands
775992195,ISLAND CLAND,IMO0000000,Y256967,Pleasure Craft,14,4,,Unknown
227894250,ALDO,IMO0000000,FAF7992,Sailing,0,0,,France
538071488,C-DAZE,IMO0000000,V7A2919,Pleasure Craft,24,7,,Marshall Islands
538070339,UNBRIDLED,IMO0000000,V7MD3,Pleasure Craft,35,7,,Marshall Islands
232047465,GLU GLU,IMO0000000,MNOZ5,Sailing,16,8,,United Kingdom
211481510,INFINITY,,DIBM2,Sailing,17,5,2.5,Germany
227532640,1+1,IMO0000000,FILJ,Sailing,19,9,,France
211781740,LASAVO,IMO0000000,DJ9418,Sailing,15,8,,Germany
538071359,TO LIFE; L'CHAIM,IMO0000000,V7A2127,Pleasure Craft,19,5,,Marshall Islands
412552109,ONWASHENZHEN,IMO0000000,ABCDEFG,Vessel,29,17,,China
227458410,VIE DE REVE,IMO0000000,FAE2547,Sailing,11,6,,France
244060324,LUCIPARA2,IMO0000000,PI2169,Pleasure Craft,15,4,,Netherlands
211829440,JOLINE,IMO0000000,DC4414,Sailing,13,9,,Germany
228011800,MAX S/Y,IMO0000000,FHXD,Sailing,17,5,,France
538071499,SAINT V,IMO0000000,V7A4162,Tanker,30,8,,Marshall Islands
775998265,BLACK FISH II,IMO0000000,YD25995,Pleasure Craft,13,4,,Unknown
277188740,HIVA OA,IMO0000000,LY4248,Sailing,15,8,,Unknown
232039706,MALCRIA,IMO0000000,MKOO9,Pleasure Craft,16,4,,United Kingdom
211853560,CAPRICORN,IMO0000000,DKSZ2,Sailing,0,0,,Germany
232039752,SWEET VIRGINIA,IMO0000000,MKOU4,Pleasure Craft,26,6,,United Kingdom
155017179,0.C.D,IMO0000000,CECE,Pleasure Craft,16,4,,Unknown
232046603,SY SHAYA,IMO0000000,MNIB9,Sailing,23,5,,United Kingdom
235007200,SONG OF THE WHALE,,MDSX7,Sailing,14,0,3.0,United Kingdom
538070304,PEGASUS IX,,V7LM6,Pleasure Craft,30,8,1.5,Marshall Islands
219026591,DAGMAR,IMO0000000,XPH5292,Sailing,12,4,,Denmark
503061510,WINGS,IMO0000000,VNZ2178,Sailing,14,5,,Australia
232039919,BATTUTA,IMO0000000,MKQG2,Pleasure Craft,16,8,,United Kingdom
512010903,TIROHANGA,IMO0000000,ZMQ4334,Sailing,12,4,,New Zealand
228376700,GRAIN DE SAIL,,FLXB,Cargo,22,6,4.2,France
215127000,AVRORA,IMO8012205,9HDK7,Cargo,104,16,,Malta
235039403,ELEANOR B,IMO0000000,ZIOC6,Sailing,12,4,,United Kingdom
258006730,LOMVI,IMO0000000,LD8709,Sailing,12,4,,Norway
236112737,BEYOND,IMO0000000,ZDSF8,Sailing,15,8,,Gibraltar
503083690,BEYOND CAPRICORN 1,IMO0000000,VNZ2776,Pleasure Craft,18,6,,Australia
982570174,OCTANTIS TENDER 1,IMO0000000,LAGY8,Passenger,0,0,,Unknown
232025062,MAALU IV,IMO0000000,MGIJ9,Pleasure Craft,15,4,,United Kingdom
269111650,HVAL,IMO0000000,HBY5213,Pleasure Craft,19,5,,Unknown
265764760,LINNEA,IMO0000000,SE9793,Sailing,12,4,,Sweden
538071683,PEARL,IMO0000000,V7A5194,Pleasure Craft,0,0,,Marshall Islands
227154040,MANUIA,IMO0000000,FAA7602,Pleasure Craft,14,8,,France
235011100,STARLING,IMO0000000,MWEA5,Sailing,19,4,,United Kingdom
232010948,SM OPEN,IMO0000000,MBUI3,Pleasure Craft,6,2,,United Kingdom
235117473,SAND DOLLAR,,2JNW8,Pleasure Craft,0,0,1.8,United Kingdom
775998212,BLACK SUMARINE III,IMO0000000,000000,Pleasure Craft,0,0,,Unknown
205402470,BELLA DONNA,IMO0000000,OQ4024,Pleasure Craft,14,4,,Belgium
538071472,RESPITE AT SEA,IMO0000000,V7A2824,Sailing,17,10,,Marshall Islands
215000139,MR.FRANCISCO,IMO0000000,9HB4769,Pleasure Craft,29,8,,Malta
228151540,CLEMATOPHLOU,IMO0000000,FAJ9722,Sailing,12,4,,France
232052296,UKIYO,IMO0000000,MOPN5,Sailing,19,10,,United Kingdom
256003247,CIAO L,IMO0000000,9HB9352,Pleasure Craft,17,6,,Malta
269107290,SVALA,IMO0000000,HBY4832,Sailing,12,4,,Unknown
203951100,UHURU,IMO0000000,OEX6704,Sailing,9,3,,Unknown
538072064,AUKAI,IMO0000000,V7A7486,Sailing,15,5,,Marshall Islands
200000001,PILOTOS 3,IMO0000000,,Pilot,13,5,5.6,Unknown
530880050,M/Y CRISTALES,IMO0000000,V7NL9,Pleasure Craft,25,6,,Unknown
263959586,SUEK,IMO0000000,CRA7959,Sailing,10,4,,Portugal
232031607,HANNAH PENN,IMO0000000,MUQB,Sailing,12,4,,United Kingdom
224183850,KRAIT,IMO0000000,EA7590,Sailing,14,4,,Spain
219017461,SY FORTUNA,IMO0000000,XPE4596,Sailing,13,4,,Denmark
232046097,GILLI GIRL,IMO0000000,MNDE8,Sailing,0,0,,United Kingdom
211155620,MANANA,IMO0000000,DC3881,Pleasure Craft,13,8,,Germany
256001317,LIBERTAS ONE,,9HB7139,Pleasure Craft,0,0,0.0,Malta
244733624,CACONANO,IMO0000000,PG8445,Sailing,17,5,,Netherlands
235005655,BAYBREEZE,IMO0000000,ZIOC5,Sailing,12,4,,United Kingdom
982590017,POLARIS TENDER 2,IMO0000000,LAGZ8,Passenger,0,0,,Unknown
503115480,LUMIR TENDER,IMO0000000,AWE15Q,Vessel,11,3,,Australia
235090564,MARIPOSA BLANCA,IMO0000000,2FEL7,Sailing,11,4,,United Kingdom
228304900,ALKINOOS 3,IMO0000000,FKXH,Sailing,14,4,,France
538005986,SSI EXCELLENT,IMO9693757,V7IS5,Cargo,229,,6.9,Marshall Islands
211706800,TAIMADA,IMO0000000,DOWP,Sailing,13,7,,Germany
211479350,MAKARENA,IMO0000000,DH6349,Pleasure Craft,12,7,,Germany
512203830,PLENTY,IMO0000000,ZMV3578,Pleasure Craft,16,5,,New Zealand
538070539,BELLISSIMA I,IMO0000000,V7PQ3,Pleasure Craft,39,7,,Marshall Islands
533110317,SALTY COCONUT,IMO0000000,9MXQ4,Sailing,17,8,,Malaysia
235388000,FRUITION,IMO0000000,VSOX6,Sailing,25,6,,United Kingdom
244170399,ZEEROB,IMO0000000,PB4327,Sailing,14,4,,Netherlands
211384120,ALBERTONE,IMO0000000,DFAP2,Sailing,23,6,,Germany
257535180,SY SOLA,IMO0000000,LJ7298,Sailing,12,4,,Norway
211400380,FUNNY GIRL,IMO0000000,DFIY,Sailing,14,4,,Germany
256003099,TRIUMPH III,IMO0000000,9HB9316,Pleasure Craft,0,0,,Malta
232027029,LIVING WATER,IMO0000000,MHBV9,Sailing,18,6,,United Kingdom
538071703,CORAZON,IMO0000000,V7A5280,Pleasure Craft,36,6,,Marshall Islands
232039578,SGP MSL1 ATLANTIS,IMO0000000,MKNU2,Pleasure Craft,0,0,,United Kingdom
577395000,MIDNIGHT EXPRESS,IMO0000000,YJWH7,Cargo,24,10,,Unknown
232037168,PANDORA B,IMO0000000,MJP17,Pleasure Craft,0,0,,United Kingdom
518100503,ETERNITY II,IMO0000000,E5U3417,Pleasure Craft,19,5,,Unknown
983192017,T1 INTREPID,IMO0000000,ZGFS8,Vessel,10,2,,Unknown
244180768,BLUE NOTE,IMO0000000,PE8791,Pleasure Craft,10,3,,Netherlands
244070147,ANNABEL,IMO0000000,PD7149,Sailing,15,4,,Netherlands
941218908,FIXED GEAR 3,IMO0000000,1206,Vessel,0,0,,Unknown
983110035,SBN QUEST_ZODIAC 02,IMO0000000,C6YZ5,Pleasure Craft,6,2,,Unknown
538072067,BLUE HEAVEN,IMO0000000,V7A7507,Pleasure Craft,20,6,,Marshall Islands
232033950,CALLISTO,IMO0000000,MITQ8,Pleasure Craft,15,5,,United Kingdom
848507543,X;\P;I0;,IMO0000000,L);2'0M,Sailing,894,79,,Unknown
538072128,FI-ESTA,IMO0000000,V7A6475,Pleasure Craft,11,3,,Marshall Islands
941220458,941220458,IMO0000000,1219,Vessel,0,0,,Unknown
211851050,ONE PIECE,IMO0000000,DDRZ2,Pleasure Craft,14,6,,Germany
232008347,EMMA KETURAH,IMO0000000,MBCK7,Sailing,15,5,,United Kingdom
211245050,RELAX,IMO0000000,DPBH,Sailing,12,7,,Germany
232039584,SGP CM1 VIGILANT,IMO0000000,MKNV5,Pleasure Craft,11,2,,United Kingdom
235099939,FREE SPIRIT,IMO0000000,2GRR3,Sailing,16,5,,United Kingdom
660003760,LONGTEMPS,IMO0000000,FAA2667,Sailing,12,3,,Unknown
232040762,FAITH,IMO0000000,MLAB6,Sailing,11,3,,United Kingdom
230160040,SINI,IMO0000000,OHA2073,Sailing,13,4,,Finland
247211450,REFOLA,IMO0000000,IK7678,Sailing,17,5,,Italy
232022464,KITE RUNNER,IMO0000000,MFJW2,Pleasure Craft,13,8,,United Kingdom
232034768,DEFIANCE,IMO0000000,MIXC9,Sailing,16,8,,United Kingdom
710000438,############,IMO0000000,PQ9497,Pleasure Craft,36,8,,Unknown
260123456,CHICHEN ITZA,,XCWO,Other,0,0,0.0,Unknown
235052362,THEODORA,IMO0000000,MQCT9,Sailing,17,6,,United Kingdom
211605910,VENTURA,IMO0000000,DPNG,Sailing,17,8,,Germany
248473000,CAPE PASSERO,IMO8702824,9HFY6,Cargo,120,18,,Malta
512009953,THE KEYS,IMO0000000,ZMP7131,Pleasure Craft,20,7,,New Zealand
232040716,JULES,IMO0000000,MKZJ8,Pleasure Craft,37,8,,United Kingdom
775998742,AUTONOMY,IMO0000000,YD17697,Pleasure Craft,24,4,,Unknown
265833750,AKELA II,IMO0000000,SC5705,Sailing,14,4,,Sweden
228124540,FIVE,IMO0000000,FAJ6906,Pleasure Craft,17,8,,France
211896300,POLIPOPAJA,IMO0000000,DG7029,Pleasure Craft,15,4,,Germany
211223160,CARELLI,IMO0000000,DG5917,Pleasure Craft,11,4,,Germany
232040348,CALEDONIA,IMO0000000,MKVH2,Sailing,15,4,,United Kingdom
235104277,COHIBA,IMO0000000,MWVD9,Sailing,15,4,,United Kingdom
983192343,CHASE,,ZGQV6,Vessel,12,4,0.0,Unknown
228208600,RED CHILLI PEPPER,IMO0000000,FO4213,Pleasure Craft,0,0,,France
503095940,NO WORRIES,IMO0000000,862792,Sailing,15,4,,Australia
211895030,VITAMIN SEA,IMO0000000,DH2034,Pleasure Craft,12,8,,Germany
268222101,FRIENDS FOREVER,IMO0000000,T7PP,Sailing,0,0,,Unknown
256002045,APOLLONIA,IMO0000000,9HB7948,Pleasure Craft,21,4,,Malta
229000069,SY DIABLESSE,IMO0000000,9HB5778,Sailing,25,6,,Malta
232021784,BONITA,IMO0000000,MFEE9,Sailing,10,3,,United Kingdom
205964630,O2,IMO0000000,OP9646,Sailing,13,7,,Belgium
983192371,SAFEBOAT,IMO0000000,ZGHO7,Pleasure Craft,13,4,,Unknown
232041300,AMBITIOUS,IMO0000000,MLGI7,Pleasure Craft,12,4,,United Kingdom
258095770,BROEDRENE,IMO0000000,LJ3285,Sailing,14,3,,Norway
710000545,ZBOAT,IMO0000000,PQ2644,Sailing,15,7,,Unknown
244020198,WALKABOUT,IMO0000000,PC8670,Sailing,15,5,,Netherlands
538070393,AMANTE,IMO0000000,V7MZ2,Sailing,21,5,,Marshall Islands
215594000,LISBOA,IMO8005111,9HUX7,Cargo,182,29,,Malta
227926120,RATATOUILLE III,IMO0000000,FAG3077,Pleasure Craft,13,7,,France
232038954,SISTERBLYSSE,IMO0000000,MKIF3,Pleasure Craft,11,4,,United Kingdom
941217462,941217462,IMO0000000,1172,Vessel,0,0,,Unknown
211545310,NEVADA FAYE,IMO0000000,DMNK,Sailing,14,4,,Germany
987999999,SAFE BOAT 10,IMO0000000,RBS10,Pleasure Craft,25,8,,Unknown
232022962,INACHOS V,IMO0000000,MFOM2,Sailing,14,8,,United Kingdom
538071439,T-10,IMO0000000,V7WE4,Pleasure Craft,12,4,,Marshall Islands
236112624,A24E,IMO0000000,ZDRS5,Sailing,0,0,,Gibraltar
244187480,VOLANTE,IMO0000000,PB3443,Pleasure Craft,0,0,,Netherlands
232028880,SONIA A,IMO0000000,MHTY7,Pleasure Craft,22,6,,United Kingdom
244020346,BRIGANTIJN,IMO0000000,PD3360,Sailing,16,4,,Netherlands
232039512,TOKERAU,IMO0000000,MKNA6,Sailing,14,4,,United Kingdom
232039130,RENEGADE,IMO0000000,0005,Sailing,12,7,,United Kingdom
207834990,GYRFALCON,IMO0000000,LZH3499,Sailing,18,10,,Bulgaria
250002426,GUILLEMOT,IMO0000000,EILL2,Sailing,13,6,,Ireland
983381234,SCOUT,IMO0000000,SCOUT,Pleasure Craft,7,6,,Unknown
228070290,YUMELO,IMO0000000,FAH9488,Sailing,0,0,,France
205366970,RED BEAN,IMO0000000,OQ3669,Sailing,12,7,,Belgium
219022883,WESTWIND,IMO0000000,XPI2102,Sailing,11,4,,Denmark
232043795,VICKY II,IMO0000000,MMGM5,Pleasure Craft,9,4,,United Kingdom
228076060,MANGATA,IMO0000000,FAI2083,Sailing,7,3,,France
261048070,WILD II,IMO0000000,SPG4768,Pleasure Craft,18,5,,Poland
503000127,AUSTRALIAN WARSHIP,IMO4444444,,Military,148,18,7.5,Australia
232005709,ALAUDA,IMO0000000,MALK9,Sailing,18,5,,United Kingdom
205220470,MALVINA,IMO0000000,OQ2204,Sailing,11,3,,Belgium
232044227,OCEAN DREAM 2,IMO0000000,MMKD9,Sailing,0,0,,United Kingdom
232007367,NOSTRESS,IMO0000000,MAVU6,Sailing,15,4,,United Kingdom
265052230,T/T ZEMI,IMO0000000,SG5662,Pleasure Craft,5,2,,Sweden
227554220,TAO,IMO0000000,FGD3073,Sailing,13,7,,France
538072204,BOOJUM,IMO0000000,V7A6696,Sailing,14,4,,Marshall Islands
235103047,TONKS,IMO0000000,2HEQ4,Sailing,11,3,,United Kingdom
232040805,STARRY KNIGHT,IMO0000000,MLAN6,Sailing,13,7,,United Kingdom
235118315,LATIFA,IMO0000000,2JRK5,Sailing,22,4,,United Kingdom
236724000,POWER OF 2,IMO0000000,ZDRC8,Sailing,32,7,,Gibraltar
232004833,PATA NEGRA,IMO0000000,MAGV9,Sailing,14,5,,United Kingdom
232036452,SHAMO'IDOL,IMO0000000,MJJB8,Sailing,16,9,,United Kingdom
219029512,ALBA,IMO0000000,XPH7973,Sailing,20,7,,Denmark
261184190,NEW KATE,IMO0000000,SR4190,Pleasure Craft,15,5,,Poland
767295000,CG DAUNTLESS,,NDTS,Law Enforcement,64,9,4.0,Unknown
244630931,AMANDA,IMO0000000,PB2355,Pleasure Craft,15,5,,Netherlands
235083815,MAREN DI PONZA II,IMO8660557,2EBW5,Pleasure Craft,27,10,,United Kingdom
538071282,BLUE GRYPHON,IMO0000000,V7JW5,Sailing,26,12,,Marshall Islands
232040079,MAVERIC 1,IMO0000000,MKSD6,Pleasure Craft,19,6,,United Kingdom
258010910,GO BEYOND,IMO0000000,LG3148,Sailing,13,4,,Norway
269109910,SAN GIULIO,IMO0000000,HBY5059,Sailing,14,4,,Unknown
228183620,SYRIUS,IMO0000000,FAK5072,Sailing,0,0,,France
232052947,TAISIA,IMO0000000,MOSO2,Sailing,14,8,,United Kingdom
538071760,B WARE,IMO0000000,V7A5520,Fishing,19,6,,Marshall Islands
211888740,SAMSARA,IMO0000000,DG7905,Pleasure Craft,15,7,,Germany
232037384,HAVEN VOYAGER,IMO0000000,MJRQ3,Sailing,10,3,,United Kingdom
538002262,GENER8 SPARTIATE,IMO9461776,V7CT8,Tanker,274,50,,Marshall Islands
257115370,NORAH,IMO0000000,LK7460,Sailing,14,4,,Norway
235111599,BUSCO VIENTO II,IMO0000000,2IPA8,Sailing,17,5,,United Kingdom
265526100,ARIANE AF STOCKHOLM,IMO0000000,SCMR,Sailing,16,5,,Sweden
228016090,KUMBAYA,IMO0000000,FAH4042,Pleasure Craft,14,8,,France
983192291,JET TENDER,IMO0000000,CJT,Pleasure Craft,0,0,,Unknown
203544300,PANTA RHEI,IMO0000000,OEX6193,Sailing,12,4,,Unknown
218027890,VALINOR,IMO0000000,DFDE2,Sailing,17,9,,Germany
416003452,MING JYH FWU NO.20,IMO0000000,BJ5000,Fishing,21,4,,Taiwan
538071417,LEVEN,IMO5068344,V7A2465,Pleasure Craft,28,7,,Marshall Islands
538071880,TT NETTO I,IMO0000000,V7A6036,Pleasure Craft,0,0,,Marshall Islands
265591150,CHARLOTTE SKAERHAMN,IMO0000000,SHCM,Pleasure Craft,19,5,,Sweden
985380673,SPLENDOR - TENDER 5,IMO0000000,V7ZZ6,Pleasure Craft,0,0,,Unknown
235083119,HAWKEYE,IMO0000000,2DYY9,Pleasure Craft,14,8,,United Kingdom
227068110,VANIKORO,IMO0000000,FGG9751,Sailing,13,4,,France
230159910,S/Y SIPI,IMO0000000,OHA2051,Sailing,13,4,,Finland
244153608,WHITE PEARL,IMO0000000,PG7351,Sailing,12,4,,Netherlands
269112240,LILLE VENN,IMO0000000,HBY5274,Sailing,13,8,,Unknown
236112535,CIELO,IMO0000000,ZDRG8,Pleasure Craft,11,4,,Gibraltar
232031281,ACHENAR,IMO0000000,MIIC7,Sailing,27,6,,United Kingdom
261028330,OCEAN VIEW,IMO0000000,SPS3213,Sailing,0,0,,Poland
983110041,SBN QUEST_ZODIAC 01,IMO0000000,C6YZ5,Pleasure Craft,6,2,,Unknown
205388630,MONARA,IMO0000000,OP3886,Pleasure Craft,20,6,,Belgium
236112667,SELIKA,IMO0000000,ZDRX2,Sailing,22,11,,Gibraltar
259002320,TOBAGO,IMO0000000,LL2473,Pleasure Craft,0,0,,Norway
244724854,VICTORIA,IMO0000000,PA2783,Pleasure Craft,19,5,,Netherlands
538071730,S7,IMO0000000,V7A5383,Pleasure Craft,39,8,,Marshall Islands
211107900,IMAGINE,IMO0000000,DJHS2,Pleasure Craft,15,8,,Germany
985380674,SPLENDOR - TENDER 6,IMO0000000,V7ZZ6,Pleasure Craft,0,0,,Unknown
109000152,109000152,IMO0000000,BO12345,Vessel,100,0,,Unknown
941005891,941005891,IMO0000000,823,Vessel,0,0,,Unknown
983542776,CARNIVAL MIRACLE TB4,,H3VS,Other,11,5,0.0,Unknown
232009256,LITTLE ELENI,IMO0000000,MBIJ8,Pleasure Craft,12,3,,United Kingdom
232030551,SEACLUSION,IMO0000000,MIEZ9,Sailing,0,0,,United Kingdom
232023532,REVE DE LUNE,IMO0000000,MFT09,Sailing,12,4,,United Kingdom
538072205,ABIDE,IMO0000000,V7A6701,Sailing,14,7,,Marshall Islands
941005869,941005869,IMO0000000,714,Vessel,0,0,,Unknown
983108413,SUN PRINCESS T3,IMO0000000,ZCHD6,Vessel,16,7,,Unknown
983558311,CARNIVAL ELATION RB1,IMO9118721,,Vessel,0,0,0.0,Unknown
983108415,SUN PRINCESS T5,IMO0000000,ZCHD6,Vessel,16,7,,Unknown
235113005,SPEEDBIRD,IMO0000000,2IUX8,Pleasure Craft,13,4,,United Kingdom
232053604,FREEDOM,IMO0000000,MOVP5,Pleasure Craft,14,6,,United Kingdom
941219049,MJ POTS BUOY 5,IMO0000000,1172,Vessel,0,0,,Unknown
109000134,109000134,IMO0000000,BO12345,Vessel,100,0,,Unknown
941215511,E-2,IMO0000000,1134,Vessel,0,0,,Unknown
941218662,941218662,IMO0000000,1193,Vessel,0,0,,Unknown
941218701,941218701,IMO0000000,1213,Vessel,0,0,,Unknown
265044830,PURA VIDA,IMO0000000,SG4901,Sailing,10,3,,Sweden
263957870,BUZIO ONE,IMO0000000,CRA6855,Sailing,12,6,,Portugal
211130780,AFRICA 2,IMO0000000,DC5835,Pleasure Craft,12,6,,Germany
232033493,VIA VITAE,IMO0000000,MIRW9,Pleasure Craft,17,8,,United Kingdom
232004944,PELAGRIA,IMO0000000,MZGS9,Sailing,13,6,,United Kingdom
265798470,SALLY,IMO0000000,SF4777,Sailing,15,4,,Sweden
538071299,DULCINEA,IMO0000000,V7BD5,Pleasure Craft,12,4,,Marshall Islands
833899340,SEABIRD,IMO0000000,WDP3104,Pleasure Craft,4,2,,Unknown
278653000,MALA,IMO0000000,S5Z5960,Sailing,11,4,,Unknown
232037230,T/T BIG SKY,IMO0000000,MJQC6,Pleasure Craft,10,4,,United Kingdom
983105314,EMERALD PRINCESS T19,IMO0000000,ZCDP8,Vessel,0,0,,Unknown
232032491,NOVA STAR,IMO0000000,MINK6,Sailing,14,8,,United Kingdom
269107160,VAIREA,IMO0000000,HBY4822,Sailing,12,7,,Unknown
227509560,RISORIUS,IMO0000000,FL9264,Sailing,13,4,,France
503035070,ARIEL 1,IMO0000000,861565,Pleasure Craft,18,5,,Australia
244820989,OFF COURSE,IMO0000000,PG7534,Sailing,12,4,,Netherlands
269118880,OCEAN KID SOLOSAILOR,IMO0000000,HBY5930,Pleasure Craft,12,4,,Unknown
235113327,MOJITO,IMO0000000,2IWH8,Sailing,15,4,,United Kingdom
538072016,MINI ELA,IMO0000000,V7A7323,Pleasure Craft,0,0,,Marshall Islands
228442600,YLIME,IMO0000000,FMVK,Sailing,18,10,,France
232005446,RADIANT SPIRIT,IMO0000000,MAJL8,Sailing,14,4,,United Kingdom
235087461,SOPHISTIKATE,IMO0000000,2ERA5,Sailing,17,5,,United Kingdom
107000814,107000814,IMO0000000,BO12345,Vessel,100,0,,Unknown
235084084,JOSEFINA,IMO7612266,MLCV5,Sailing,5,0,,United Kingdom
225996861,LE GRAND BOGAVANT,IMO0000000,EAEJ,Sailing,15,9,,Spain
232027496,OHANA OF NEWPORT,IMO0000000,MHH16,Sailing,14,7,,United Kingdom
941217829,941217829,IMO0000000,1176,Vessel,0,0,,Unknown
244870901,JEDI,IMO0000000,PC2539,Sailing,20,5,,Netherlands
215961000,M/Y BLUE M,IMO0000000,9HB7697,Pleasure Craft,19,5,,Malta
232052013,PIECE OF MIND,IMO0000000,MOOE6,Sailing,0,0,,United Kingdom
227230530,BAVAZAKA,IMO0000000,FAB7152,Sailing,15,5,,France
107000817,107000817,IMO0000000,BO12345,Vessel,100,0,,Unknown
227509470,THELEME,IMO0000000,FI6737,Sailing,12,4,,France
512008722,SHOEBOX,IMO0000000,ZMP3590,Pleasure Craft,11,5,,New Zealand
235080431,EMILY OF COWES,IMO0000000,ZDNC7,Pleasure Craft,14,4,,United Kingdom
227386260,SV MYRIADES,IMO0000000,FAD3661,Sailing,15,4,,France
232045941,SCYLLA,IMO0000000,MNBO8,Pleasure Craft,14,4,,United Kingdom
533001750,KATSU,IMO0000000,9MPZ9,Pleasure Craft,13,4,,Malaysia
232026802,ZOE,IMO0000000,MGZP3,Sailing,12,4,,United Kingdom
232038168,TANIT,IMO0000000,MKAC7,Pleasure Craft,11,6,,United Kingdom
232031179,BAHAMA BLUES,IMO0000000,MIHQ5,Pleasure Craft,13,4,,United Kingdom
236112196,M/Y DREAM,IMO0000000,ZDPS4,Pleasure Craft,25,8,,Gibraltar
538071355,JOANS BEACH,IMO0000000,V7A2118,Pleasure Craft,34,6,,Marshall Islands
109060676,109060676,IMO0000000,BO12345,Vessel,95,0,,Unknown
205392110,LUCKY BITCH,IMO0000000,OR3921,Pleasure Craft,10,4,,Belgium
538070835,PACKAGE DEAL,,V7YF6,Pleasure Craft,42,9,2.2,Marshall Islands
232012708,LA BOHEME,IMO0000000,MCHA7,Sailing,12,8,,United Kingdom
229000821,MOZZ,IMO0000000,9HB6679,Pleasure Craft,22,5,,Malta
227566260,CELESTIN,IMO0000000,FGD4988,Sailing,16,4,,France
257686470,CALYPSO,IMO0000000,LK7661,Sailing,11,3,,Norway
211307240,AMBRA,IMO0000000,DJ3160,Sailing,0,0,,Germany
538070362,READY II PLAY,IMO0000000,M7ML7,Other,38,16,,Marshall Islands
232023473,REQUIN,IMO0000000,MFTC8,Sailing,13,4,,United Kingdom
219031655,SASSIACAIA,IMO0000000,XPI2920,Pleasure Craft,16,4,,Denmark
265052210,ZEMI,IMO0000000,SBAE,Sailing,34,8,,Sweden
211413840,GENADI,IMO0000000,DELR__,Sailing,16,4,,Germany
269118840,FOR SAIL,IMO0000000,HBY5926,Sailing,7,7,,Unknown
232035644,GAMES MAKER 2,IMO0000000,MJBX2,Sailing,13,8,,United Kingdom
636017008,TRAMMO STANTON,IMO9762871,D5IW3,Cargo,179,,9.7,Unknown
868233290,VALKYRIE,,WDM7361,Fishing,12,0,0.0,Unknown
866995914,ZOSEPH M.ELLIS,,WDC2636,Vessel,18,8,0.0,Unknown
235116535,STRANGE ATTRACTOR,IMO0000000,2JJW3,Sailing,14,4,,United Kingdom
235114668,EARENDEL,IMO0000000,2JCC6,Pleasure Craft,18,6,,United Kingdom
232004864,FORTUITOUS,IMO0000000,MZSE8,Sailing,14,4,,United Kingdom
983192278,TT OMAHA,IMO0000000,ZGHO7C,Pleasure Craft,514,64,,Unknown
247258720,GUARDAMAGO 2,IMO0000000,IK4709,Pleasure Craft,0,0,,Italy
235055547,INFINITE DREAM,IMO0000000,MSJX4,Sailing,12,6,,United Kingdom
256744000,ABY MONICA,IMO9715842,9HA3995,Cargo,195,,13.7,Malta
538072137,MY TYME,IMO0000000,V7A6510,Pleasure Craft,38,8,,Marshall Islands
229000218,ASCARI,IMO0000000,9HB5952,Pleasure Craft,37,6,,Malta
232036021,LOVE MACHINE 7,IMO0000000,MJFZ3,Pleasure Craft,20,6,,United Kingdom
228070530,WILL SEA,IMO0000000,FAH9511,Sailing,14,7,,France
267188530,FLETCHER ARMSTRONG,,WTL7572,Towing,20,8,0.0,Unknown
244376325,GOOD MOOD,IMO0000000,PA5809,Sailing,14,8,,Netherlands
503628600,LA SIRENA,IMO0000000,VJN3574,Sailing,16,4,,Australia
471706202,ALLISON K,,WDM5919,Pilot,14,5,0.0,UAE
