MMSI,Vessel Name,IMO Number,Call Sign,Vessel Type,Length,Breadth,Depth,Flag
671087100,WATER SPIRIT 2,IMO9212424,5VGA7,Cargo,70,18,4.0,Unknown
241940000,ASKLIPIOS,IMO9884021,SVDZ2,Tanker,299,46,9.3,Greece
477293600,JUMEIRAH BEACH,IMO9642045,VRMY5,Cargo,179,28,10.0,Unknown
636017516,MSC MIRJA,IMO9762338,D5LI6,Cargo - Hazmat A,398,59,14.7,Unknown
636023318,SEA KSANTI,IMO9799939,5LNC8,Cargo,183,30,8.7,Unknown
563219100,EVER MAGI,IMO9935222,9V7627,74,366,51,15.3,Singapore
636025012,MSC GIOIA TAURO,IMO9946738,5LVJ6,73,366,51,13.0,Unknown
563266100,NAVIG8 UNIVERSE,IMO9489106,9VDY9,82,183,32,11.6,Singapore
538004164,METHANE PRINCESS,IMO9253715,V7VN4,Tanker,277,43,9.0,Marshall Islands
538011037,RISING SKY.GR,IMO9782259,V7A6488,Cargo,199,32,11.2,Marshall Islands
563099000,EAGLE VERONA,IMO9597264,9V6223,Tanker,333,60,11.0,Singapore
538009744,MARLIN SICILY,IMO9835848,V7A5108,Tanker,274,48,11.7,Marshall Islands
440737000,JOO HYE,IMO9597680,D7JH,Cargo,177,28,6.7,South Korea
538010720,WM CRYSTAL,IMO9660152,V7A7318,Cargo,132,23,5.6,Marshall Islands
219654000,NAVIGARE GAIA,IMO9694634,OVIH2,Tanker,225,36,8.0,Denmark
636023805,CSPC JADE,IMO1048346,5LPM9,Cargo,225,36,11.6,Unknown
538008842,GOLDEN FORWARD,IMO9852535,V7A2820,Cargo,229,32,8.5,Marshall Islands
538011231,FAIRCHEM PRESTIGE,IMO9984261,V7A6831,Tanker,158,27,10.1,Marshall Islands
563935000,STRATEGIC SYNERGY,IMO9648087,9VAG4,Cargo,179,30,7.0,Singapore
266261000,FIDELIO,IMO9332937,SLKR,Cargo,228,32,9.3,Sweden
255995000,MISSISSIPPI,IMO9954187,CRZL,Cargo,255,37,10.6,Portugal
538010974,MADO,IMO9694622,V7A6391,Tanker,225,36,11.9,Marshall Islands
414195000,REN JIAN 8,IMO9326756,BVKQ5,Cargo,264,32,8.0,China
636023545,AFRICAN NIGHTJAR,IMO9690901,5LOF6,Cargo,180,30,7.0,Unknown
215905000,ADAMASTOS,IMO9879698,9HA5361,Tanker,299,46,11.8,Malta
232059973,KING FISHER,IMO9556038,MRTL4,Tanker,104,17,6.3,United Kingdom
538010972,VELOS ONYX,IMO9682966,V7A6388,Cargo,235,38,7.0,Marshall Islands
636093153,CONTESSA,IMO9610119,5LJT2,Cargo,225,32,8.9,Unknown
538006937,COOPER,IMO9603051,V7TB6,Fishing,189,32,7.6,Marshall Islands
538011788,QURAYYAT,IMO9828778,VRSH9,Tanker,332,60,15.2,Marshall Islands
255804740,MONTESTENA,IMO9585883,CQKU,Tanker,274,48,14.3,Portugal
636018729,MSC EXPRESS III,IMO9374571,A8LG7,Cargo - Hazmat A,215,30,10.2,Unknown
538008998,GENERAL GUISAN,IMO9888027,V7A4178,Cargo,197,32,9.0,Marshall Islands
636023101,MSC VIVIENNE,IMO9947122,5LLY5,Cargo - Hazmat A,366,51,14.1,Unknown
636024862,ATHENA SAN,IMO9623659,5LUQ6,Cargo,183,30,10.6,Unknown
210063000,PELAGIC TURBOT,IMO9550709,5BUH2,Tanker,228,32,11.2,Cyprus
538070734,RICE QUARTERS H2O2,IMO9539896,V7UF3,Pleasure Craft,40,8,2.0,Marshall Islands
636018042,BONA,IMO9594432,D5NX6,Cargo,177,28,5.9,Unknown
255916279,POLSTEAM DABIE,IMO9971850,CQ2708,Cargo,200,24,7.1,Portugal
538004028,RIO GRANDE,IMO9593438,V7UT9,Tanker,274,48,8.8,Marshall Islands
538008585,YM ADVANCE,IMO9860685,V7A2539,Cargo,199,32,6.9,Marshall Islands
245081000,DUTCH BLUE,IMO9646778,PBZS,Other,52,14,4.2,Netherlands
563157500,TSUKUYOMI ETERNITY,IMO9791078,9V8002,Cargo,180,30,8.5,Singapore
229680000,CMA CGM ARICA,IMO9395094,9HA5558,Cargo - Hazmat A,165,25,8.4,Malta
538090634,HANSA TROMSOE,IMO9366287,V7A6130,Tanker,183,32,8.2,Marshall Islands
538006867,BEN NEVIS,IMO9670420,V7SH9,Cargo,179,30,7.1,Marshall Islands
477681400,NOBLE ISLAND,IMO9705316,VRTX4,Cargo,199,32,7.2,Unknown
477333900,COSCOSHIPPING THAMES,IMO9731937,VRQP6,Cargo - Hazmat A,300,48,12.8,Unknown
636024127,CL FOSHAN,IMO1021893,5LRC7,Cargo,199,32,13.3,Unknown
209449000,ROCKPIPER,IMO9583861,5BML3,Dredger,159,36,8.3,Cyprus
538001664,REGATTA,IMO9156474,V7DM3,Passenger,180,25,5.9,Marshall Islands
249035000,ALAM SAYANG,IMO9651034,9HA6078,Cargo,199,32,11.5,Malta
538011105,BOA,IMO9623764,V7A6591,Cargo,190,32,10.8,Marshall Islands
538005516,YANGTZE LEGEND,IMO9706827,V7EQ9,Cargo,179,30,7.2,Marshall Islands
538011812,SAPPHIRE,IMO9443425,V7A3512,Tanker,183,28,10.6,Marshall Islands
566706000,INDUS TRIUMPH,IMO9563938,9V8464,Cargo,230,38,7.1,Singapore
219532000,MAERSK LIRQUEN,IMO9526887,OZHU2,Cargo,300,45,12.0,Denmark
538004202,MOL MISSION,IMO9475650,V7VS5,Cargo - Hazmat A,302,42,11.7,Marshall Islands
245347000,AZORESBORG,IMO9466051,PBPU,Cargo,142,21,5.4,Netherlands
636093286,SOFIA EXPRESS,IMO9450404,5LQE3,74,335,42,12.3,Unknown
538008777,SENTOSA SPIRIT,IMO9836995,V7A2747,Cargo,229,32,11.7,Marshall Islands
563256300,NORSE SUCCESSION,IMO1030911,9V9878,Cargo,200,32,11.3,Singapore
212093000,BARNACLE,IMO9409742,5BNK2,Cargo,185,23,8.2,Cyprus
255806179,CMA CGM VENTANIA,IMO9376907,CQAH9,Cargo - Hazmat A,162,25,6.7,Portugal
538003993,MOL MARVEL,IMO9475612,V7UP3,Cargo - Hazmat A,302,43,11.6,Marshall Islands
636021348,STELLAR TRADER,IMO9628817,A8ZN6,Cargo,180,30,6.7,Unknown
636017230,SQUIRESHIP,IMO9391646,D5JW7,Cargo,287,45,17.5,Unknown
440158000,CY INTEROCEAN II,IMO9802982,D7FI,72,152,40,5.2,South Korea
477023100,XIN LI HAI,IMO9738131,VRQL6,Cargo,292,45,9.4,Unknown
636020883,CAPTAIN DIMITRIS S,IMO9400954,5LBE5,Cargo,177,28,10.2,Unknown
228474800,COURCHEVEL,IMO9983504,FNXA,Tanker,187,31,8.9,France
563140800,KIATING,IMO9893802,9V6639,Cargo,180,30,7.0,Singapore
271042759,NEVZAT KALKAVAN,IMO9365867,TCMO2,74,183,28,10.0,Turkey
636021420,AVENCA,IMO9410002,5LDW5,Tanker,183,32,7.4,Unknown
248107000,PSARA I,IMO9772333,9HA4518,Tanker,274,48,16.5,Malta
431010000,HAKUHO MARU,IMO8714700,JDSS,Other,100,16,6.6,Japan
538005761,ARDMORE ENDEAVOUR,IMO9667942,V7GT7,Tanker,183,32,9.1,Marshall Islands
249203000,CONTI ANNAPURNA,IMO9286255,9HA4148,Cargo,334,42,9.7,Malta
538090575,ECO BEL AIR,IMO9794056,V7A2272,Tanker,277,48,12.4,Marshall Islands
538010206,GRAND OCEAN,IMO9949651,V7A5750,Cargo,229,32,8.2,Marshall Islands
538009886,PS NEW ORLEANS,IMO9919577,V7A5295,Tanker,185,32,8.1,Marshall Islands
538011530,SEA WOLF I,IMO9540807,V7A3091,Tanker,182,32,7.5,Marshall Islands
636015607,AMBITION,IMO9475703,D5BU6,72,366,48,14.9,Unknown
538005804,MARLIN AMETRINE,IMO9697234,V7HD9,Tanker,183,32,10.2,Marshall Islands
636016447,AYE EVOLUTION,IMO9700354,D5GF7,Cargo,189,32,12.5,Unknown
538009920,ANTIGONI FORCE,IMO9541837,V7A5339,Cargo,196,32,8.9,Marshall Islands
241735000,MINERVA ASTRA,IMO9893008,SVDJ9,Tanker,250,44,12.7,Greece
538008760,ADVANTAGE VALUE,IMO9376749,V7A2730,Tanker,330,60,20.5,Marshall Islands
563261300,NAVIG8 EXCELLENCE,IMO9976886,9VEA2,82,183,32,8.3,Singapore
431488000,ASAHI MARU,IMO9747766,7JZN,Cargo,229,38,8.7,Japan
636016128,WHITE MOON,IMO9588158,D5EP7,Tanker,274,48,9.5,Unknown
563175100,GCL GODAVARI,IMO9939929,9V8466,Cargo,255,43,8.4,Singapore
255806007,ICS OCEANUS,IMO9243899,CQIN3,Cargo,104,14,6.0,Portugal
636013646,YIANNIS B,IMO9394765,A8OK9,Cargo,229,32,12.6,Unknown
256577000,LUDZIE,IMO1008530,9HA5883,Pleasure Craft,62,10,4.1,Malta
431189000,CRONUS LEADER,IMO9464455,7KPM,79,200,32,9.1,Japan
477207700,SEASPAN EMERALD,IMO9407134,VRFB8,Cargo - Hazmat A,294,32,9.9,Unknown
538006786,FEDERAL WELLAND,IMO9205926,V7RG7,Cargo,200,23,8.1,Marshall Islands
477699100,NEW PROSPERITY,IMO9689988,VRNHK,Tanker,333,60,20.2,Unknown
245952000,EBROBORG,IMO9463451,PCGH,Cargo,137,15,6.8,Netherlands
477124900,GUNVOR MAERSK,IMO9302891,VRWO7,Cargo,367,42,13.5,Unknown
563068700,HAFNIA NESO,IMO9800312,9V6089,Tanker,250,44,14.9,Singapore
636024948,NAVIGATOR VESTA,IMO9402574,D5C15,84,156,22,6.4,Unknown
636025039,VENTURE CREOLE,IMO9960590,5LVM9,Tanker,295,46,9.6,Unknown
636019265,PORT OSAKA,IMO9838541,D5TS2,Cargo,200,32,6.8,Unknown
563142100,EVER SUMMIT,IMO9300453,9V7524,74,300,42,13.0,Singapore
229099000,MINERVA CHIOS,IMO9877341,9HA5445,Tanker,293,46,9.4,Malta
636018471,ZIM BALTIMORE,IMO9395953,A8UE8,Cargo - Hazmat A,260,32,8.5,Unknown
414199000,SHENG JI HAI,IMO9533050,BSTQ,Cargo,190,32,6.8,China
228434800,DONOUSSA,IMO9723083,FMTX,Tanker,336,60,15.8,France
636024124,CL ZHANJIANG,IMO9977359,5LRC4,Cargo,199,32,7.2,Unknown
477987500,ZIM ALEXANDRITE,IMO9968085,VRVK7,Cargo,272,43,14.8,Unknown
538007389,WHITE STAR,IMO9799109,V7DS4,Tanker,119,20,5.4,Marshall Islands
563194600,TORM BELIS,IMO9661247,9V9002,Tanker,183,32,9.5,Singapore
538011822,BOW CHAIN,IMO9214317,V7A3528,82,183,32,10.7,Marshall Islands
538004555,TN DAWN,IMO9373993,V7XR8,Cargo,190,32,6.1,Marshall Islands
563265600,EVER MATCH,IMO9935387,9V7672,74,366,51,12.7,Singapore
636024863,HL FORTUNA,IMO9986283,5LUQ7,Tanker,299,46,9.5,Unknown
205642000,UNION PRINCESS,IMO9242766,ORQU,Other,67,15,7.3,Belgium
245539000,HAPPY RANGER,IMO9139311,PCER,Cargo,138,22,6.7,Netherlands
238045000,AP REVELIN,IMO9694696,9A6827,Cargo,179,32,7.6,Croatia
477348100,BOCHEM WALVIS BAY,IMO9725859,VRPN2,Tanker,145,24,7.5,Unknown
538011651,CHARISMA.GR,IMO9834856,V7A3256,Cargo,180,30,6.6,Marshall Islands
563135700,MAERSK NACALA,IMO9459424,9V7268,Other,239,32,9.1,Singapore
215165000,CMA CGM VIRGINIA,IMO9351139,9HA4990,Cargo - Hazmat A,294,33,9.5,Malta
538004060,FEDERAL KUSHIRO,IMO9284702,V7UY9,Cargo,190,23,7.9,Marshall Islands
636014908,FPMC B 201,IMO9468229,A8XJ4,Cargo,178,28,6.6,Unknown
477131300,SHARP ISLAND,IMO9748370,VRRD5,Cargo,199,33,9.8,Unknown
563033400,SORSI,IMO9781073,9V3205,Cargo,200,32,11.9,Singapore
538007734,GOLDEN INCUS,IMO9743198,V7QB9,Cargo,291,45,11.5,Marshall Islands
636092597,MARGUERITA,IMO9717515,D5GS3,Cargo,185,23,6.6,Unknown
636024394,VANTAGE ROSE,IMO9646716,5LSJ6,Cargo,180,30,6.9,Unknown
255916278,CAPE SCOTT,IMO9950117,CQ2707,Cargo,189,33,8.9,Portugal
538006785,FEDERAL SETO,IMO9267209,V7RG6,Cargo,199,23,8.9,Marshall Islands
538006157,SOHO TRADER,IMO9735945,V7KG2,Cargo,199,32,9.2,Marshall Islands
241300000,CRYSTALIA,IMO9658874,SVBX7,Cargo,224,32,7.0,Greece
538005754,UNION TAYLOR,IMO9691644,V7GR6,Cargo,179,29,6.5,Marshall Islands
210210000,CAPE CORFU,IMO9857432,5BTK5,Cargo,186,35,8.9,Cyprus
538011340,HELLAS BLISS G/T,IMO9989649,V7A6984,Tanker,229,32,8.2,Marshall Islands
538008303,SALIGNA,IMO9825001,V7A2216,Cargo,201,34,10.0,Marshall Islands
565482000,MAERSK SENANG,IMO9315240,S6CH5,Cargo,318,40,11.7,Singapore
256028000,SEAFIGHTER,IMO9686326,9HA3791,Cargo,292,45,17.8,Malta
538005622,SASEBO GREEN,IMO9675468,V7FN3,Cargo,225,32,9.4,Marshall Islands
563259900,NAVIG8 GRACE,IMO9833656,9VDO6,Tanker,183,32,8.5,Singapore
636025250,UNI SUNSHINE,IMO9811505,5LWN5,Cargo,180,30,6.1,Unknown
255992000,ORIENT FOCUS,IMO9520649,CRYW,Cargo,190,32,6.6,Portugal
249115000,MINERVA XANTHE,IMO9318010,9HSR8,Tanker,183,32,7.5,Malta
245086000,TIDE NAVIGATOR,IMO9526083,PCJP,79,118,16,7.4,Netherlands
636024274,LUCERNE,IMO9326158,5LRU8,Cargo,225,32,6.9,Unknown
566422000,BRIGHTWAY,IMO9588146,9V8755,Tanker,274,48,15.7,Singapore
255916102,CHRYSOULA S,IMO9713404,CQ2531,Cargo,180,30,9.3,Portugal
563267800,MARI GALAXY,IMO9422677,9VET9,Tanker,147,24,5.3,Singapore
248325000,CELEBRITY EDGE,IMO9812705,9HA4612,Passenger,306,40,8.2,Malta
565475000,MAERSK NEWHAVEN,IMO9215880,9VPY4,Cargo - Hazmat A,209,30,8.4,Singapore
636021765,MADDOX,IMO9277486,5LFO5,Cargo,177,28,6.9,Unknown
636018568,VIVIT ALTAIS,IMO9840879,D5QH3,Tanker,230,32,8.0,Unknown
538007962,IONIC ASPIS,IMO9523287,V7IR6,Tanker,244,42,9.0,Marshall Islands
563238300,ONE MUNCHEN,IMO9706750,9V9952,Cargo - Hazmat A,366,51,10.1,Singapore
257712000,HOEGH TRANSPORTER,IMO9176395,LAKO7,Cargo,200,32,8.8,Norway
209550000,CSCL AMERICA,IMO9285990,P3XP9,Cargo,334,43,12.2,Cyprus
249191000,TOINY,IMO1050155,9HA6156,Cargo,229,32,12.2,Malta
228420700,FERROL KNUTSEN,IMO9918145,FMRR,81,299,47,9.7,France
403580000,NCC HIJAZ,IMO9299886,HZAH,Tanker,183,32,21.3,Saudi Arabia
613889000,LITSA,IMO8906286,TJM0006,Cargo,82,13,4.4,Unknown
563020300,ARDMORE_GIBRALTAR,IMO9790373,9V3700,Tanker,183,32,10.6,Singapore
636022639,MAGMA TENACITY,IMO9967689,5LJT5,Cargo,199,32,8.3,Unknown
244160000,PARKGRACHT,IMO9424546,PCOW,Cargo,168,25,7.2,Netherlands
538011690,DHT BRONCO,IMO9822994,V7A3308,Tanker,331,60,11.0,Marshall Islands
563185000,SAMUDERA BANGSA,IMO9159517,9V9104,Cargo,225,32,10.6,Singapore
441502000,KMTC SHENZHEN,IMO9626417,D7UC,Cargo - Hazmat A,223,30,11.8,South Korea
538006925,DAPHNE,IMO9762596,V7PT6,Cargo,229,32,7.4,Marshall Islands
636022186,HLS FLUORITE,IMO9938066,5LHO6,Tanker,230,36,8.8,Unknown
258804000,BOW TRIUMPH,IMO9669902,LARW7,Tanker,182,32,10.3,Norway
636023692,AURORA I,IMO9629691,5LOY4,Tanker,183,32,8.5,Unknown
636020908,PORT KOBE,IMO9767534,5LBH7,Cargo,199,32,6.8,Unknown
538010468,STI MODEST,IMO9833577,V7A6082,Tanker,183,32,8.2,Marshall Islands
477014800,SEASPAN HAMBURG,IMO9224300,VRBH6,Cargo,259,32,8.9,Unknown
441747000,DONGBANG GIANT NO.3,IMO9586904,DSQX6,Cargo,155,38,5.0,South Korea
209243000,PLATANOS,IMO9592135,5BGU3,Cargo,229,32,7.0,Cyprus
257083750,CLIPPER ERIS,IMO9834727,LAFN8,Tanker,160,26,7.2,Norway
563033000,EVER LOVELY,IMO9629110,9V9793,Cargo,334,45,14.2,Singapore
431830000,CORONA LIONS,IMO9303948,7KLU,Cargo,228,36,8.6,Japan
636025341,LILA KINGSTON,IMO9380362,5LWY6,Tanker,183,32,10.3,Unknown
636022955,ZIM GEMINI,IMO9963229,5LLF7,74,272,43,10.1,Unknown
636092500,MOMBASA EXPRESS,IMO9495777,D5EJ9,Cargo - Hazmat A,259,37,12.1,Unknown
477588100,PAKHOI,IMO9721554,VRPD3,Cargo,180,30,11.0,Unknown
538008304,UROPHYLLA,IMO9825013,V7A2217,Cargo,201,34,7.6,Marshall Islands
228460900,IGNACY JANPADEREWSKI,IMO9969388,FMYX,Tanker,299,46,9.1,France
636025286,LITTLE SYMPHONY,IMO9944730,5LWR6,Cargo,172,29,7.4,Unknown
566958000,APL CHARLESTON,IMO9597551,9V9923,Cargo - Hazmat A,328,45,14.3,Singapore
636022668,HORIZZON,IMO9334789,5LJW8,Tanker,183,27,10.2,Unknown
636022984,MSC UNIFIC VI,IMO9168843,5LLJ5,Cargo - Hazmat A,285,40,11.0,Unknown
538009437,CELSIUS NICOSIA,IMO9330496,V7A4739,72,239,32,9.0,Marshall Islands
636023334,LUMINA,IMO9690509,5LNE8,Cargo,190,32,10.1,Unknown
232017125,LILY PG,IMO9823390,MDOM6,82,110,17,5.5,United Kingdom
577075000,SAMSON,IMO9780081,YJQY9,Other,24,8,5.5,Unknown
538010311,ATLANTIC NAVIGATORII,IMO9231145,V7A5878,79,195,27,10.3,Marshall Islands
636023994,SEACON ANTWERP,IMO9984730,5LQL3,Cargo,229,32,14.2,Unknown
538010142,HELLAS MARGARITA,IMO9794721,V7A5669,Tanker,183,32,8.0,Marshall Islands
223171000,ACUARIO,IMO9787560,CO3888_,Tug,26,8,3.8,Unknown
538010106,YASA ROSE,IMO9955612,V7A5609,Cargo,179,30,10.0,Marshall Islands
249607000,NATHEA-M,IMO1015088,9HA6328,Tanker,99,17,4.8,Malta
538010305,FRITZI N,IMO9407122,V7A5868,Tanker,225,36,8.2,Marshall Islands
636025474,STOLT LERK,IMO9719252,MAQN9,Tanker,185,28,7.5,Unknown
256482000,CMA CGM EXCELLENCE,IMO9948217,9HA5857,Cargo,272,43,12.6,Malta
563217400,LOWLANDS INFINITY,IMO9965784,9V8451,Cargo,229,32,8.8,Singapore
538007387,ATROMITOS L,IMO9605073,V7IU9,Cargo,169,27,5.8,Marshall Islands
636018086,AGIA DOXA,IMO9467976,D5OC7,Cargo,179,29,9.9,Unknown
563261400,NAVIG8 EXPRESS,IMO9976874,9VDY6,Tanker,183,32,11.0,Singapore
538010595,CONGA,IMO9412000,V7A6270,Tanker,184,27,10.2,Marshall Islands
563182200,WAN HAI A09,IMO9555113,9V7409,Cargo - Hazmat A,335,51,12.2,Singapore
636018760,NORD VALOROUS,IMO9827059,D5RG5,Tanker,182,32,7.4,Unknown
563273900,CETUS CACHALOT,IMO9483279,9VMF6,Cargo,188,32,11.0,Singapore
235102789,PETREL,IMO9268629,2HDR6,Other,76,15,7.7,United Kingdom
226335000,ILE DE BREHAT,IMO9247053,FOUC,Other,139,23,7.0,France
563193800,NORA SCHULTE,IMO9966300,9V8091,Cargo,229,32,14.2,Singapore
636015624,ALMI GLOBE,IMO9579511,D5BX2,Tanker,274,48,16.5,Unknown
636024190,SUPRA BARON,IMO9409077,5LRK6,Cargo,190,32,12.2,Unknown
241404000,MARAN GAS ULYSSES,IMO9709491,SVCH7,81,290,47,9.5,Greece
636021431,PACIFIC EXCELLENCE,IMO9363546,D5AM6,Cargo,138,21,6.3,Unknown
403586000,LAYNAH,IMO9926697,HZNP,Tanker,330,60,21.3,Saudi Arabia
538004634,SIFA,IMO9441245,V7YD6,Tanker,333,60,20.5,Marshall Islands
255916045,OSLO BULK 8,IMO9485813,LAIE8,Cargo,108,18,6.9,Portugal
636093302,THE WHALE ORCA,IMO9509607,A8TV8,Cargo,180,28,10.0,Unknown
566203000,MTM NORTH SOUND,IMO9360946,9V9576,Tanker,144,24,6.2,Singapore
636024841,WOLVERINE,IMO9711327,5LUN9,Cargo,200,32,6.8,Unknown
416495000,EVER LOYAL,IMO9604158,BKIZ,74,335,46,14.0,Taiwan
636020354,MSC PASSION III,IMO9399765,D5YV3,79,224,31,11.3,Unknown
563094400,THERESA GRACE,IMO9866031,9V6331,Cargo,199,32,7.0,Singapore
636017150,ALEXANDROS P,IMO9723045,D5JN7,79,199,32,7.4,Unknown
538003726,SEAWAYS SKOPELOS,IMO9478638,V7SU9,Tanker,183,32,8.2,Marshall Islands
538010710,FEDERAL HAMILTON,IMO9975363,V7A7306,Cargo,200,24,6.6,Marshall Islands
538003240,OCEAN PEGASUS,IMO9354507,V7PJ4,Cargo,200,32,9.2,Marshall Islands
229199000,DENSA CHEETAH,IMO9649122,9HA3143,Cargo,186,27,6.3,Malta
244142000,DIAMANTGRACHT,IMO9420813,PBLQ,79,157,23,8.4,Netherlands
538003016,GENCO RHONE,IMO9490832,V7KI7,Cargo,189,32,8.3,Marshall Islands
538011177,ATLANTIC SUNFLOWER,IMO9993872,V7A6721,Tanker,183,32,11.3,Marshall Islands
247341500,GRANDE COTONOU,IMO9672105,IBDT,Cargo,236,36,9.6,Italy
538011582,LIBERTY NEW YORK,IMO9295830,V7A3159,Cargo,200,32,8.3,Marshall Islands
538010102,FLEX ENDEAVOUR,IMO9762261,V7A5602,Tanker,295,46,9.5,Marshall Islands
636016721,ERIETTA,IMO9713959,D5HL5,Cargo,199,32,8.8,Unknown
477813500,ZHE HAI 1,IMO9567489,VRKS2,Cargo,179,28,9.1,Unknown
256759000,CLEAN MISTRAL,IMO9967328,9HA5964,Tanker,300,49,11.2,Malta
538006774,SANTA FRANCESCA,IMO9748124,V7LX5,Cargo,200,32,6.4,Marshall Islands
563246500,LOWLANDS MUZE,IMO9970210,9V8177,Cargo,180,32,11.3,Singapore
431300000,TRITON HIGHWAY,IMO9991197,7KRN,Cargo,199,38,9.8,Japan
636015032,VENUS SPIRIT,IMO9505900,A8YD8,Cargo,183,30,8.4,Unknown
538009071,ROMY,IMO9890862,V7A4272,Cargo,180,30,6.6,Marshall Islands
563259200,CRYSTAL ODYSSEY,IMO9997177,9V9551,Tanker,227,37,9.2,Singapore
257897000,BOW FIRDA,IMO9250751,LAPR8,81,183,32,7.1,Norway
215850000,CATALINA,IMO9299604,9HDE8,Cargo,224,32,7.5,Malta
636016769,SANTA ANGELINA,IMO9725548,D5HS5,Cargo,189,32,6.3,Unknown
636024374,SEA GULL,IMO9325855,5LSH3,Tanker,174,28,10.0,Unknown
636023293,CMA CGM MERCANTOUR,IMO9969089,5LMZ6,Cargo,255,40,11.4,Unknown
565613000,STRATEGIC ENTITY,IMO9723710,9V2364,Cargo,179,30,9.8,Singapore
636021063,AFRICAN INSPIRATION,IMO9599781,5LCB6,Cargo,200,32,6.7,Unknown
538009037,MARITIME GLORY,IMO9863429,V7A4229,Tanker,250,44,9.0,Marshall Islands
246733000,BANDURA,IMO9526071,PCEE,Cargo,118,16,7.7,Netherlands
538005538,STI NOTTING HILL,IMO9706425,V7EU9,Tanker,183,32,12.1,Marshall Islands
538010031,EAGLE II,IMO9301122,V7A5494,Cargo - Hazmat A,161,25,8.9,Marshall Islands
563077800,EVER SUPERB,IMO9300427,9V6256,74,300,43,12.4,Singapore
255700000,CONCEPCION,IMO9462639,CQFD,Dredger,83,17,3.7,Portugal
441190000,GLOVIS CHALLENGE,IMO9590591,D8GI,Cargo,199,32,9.9,South Korea
636024005,BRAVE OCEAN,IMO9359363,5LQM5,Tanker,183,32,11.5,Unknown
538011401,KALLISTI,IMO9449340,V7A7080,Cargo,180,30,6.1,Marshall Islands
563051300,MONTE PASCOAL,IMO9283203,9V8586,Cargo,272,40,10.0,Singapore
636019733,STAR SIRIUS,IMO9520883,D5VW9,Cargo,240,38,7.8,Unknown
636093350,DORTMUND EXPRESS,IMO9461051,5LUP8,Cargo - Hazmat A,366,48,11.8,Unknown
215192000,CMA CGM CALLISTO,IMO9410753,9HA5006,79,363,46,13.5,Malta
538011092,ELIZABETH M II,IMO9863807,V7A6570,Cargo,200,32,7.0,Marshall Islands
256829000,CHRIS GR,IMO9284506,9HA2939,Cargo,189,32,11.8,Malta
538011030,FIYUH,IMO9499371,V7A6478,Tanker,170,25,8.1,Marshall Islands
636015386,FPMC B 202,IMO9468231,D5AK2,Cargo,178,28,8.1,Unknown
563089500,IVS OKUDOGO,IMO9870874,9V6321,Cargo,199,32,8.4,Singapore
636019214,MSC KANOKO,IMO9842102,D5TM3,Cargo - Hazmat A,366,48,15.8,Unknown
255806281,KASPAR OLDENDORFF,IMO9849825,CQAU7,Cargo,229,32,7.3,Portugal
563255300,MAPLE GRACE,IMO1069704,9VCQ8,Cargo,180,30,7.2,Singapore
477634100,ANGELE N,IMO9509528,VRFI8,Cargo,189,32,6.0,Unknown
538006179,ZIRCON,IMO9746205,V7KN6,Tanker,183,32,11.2,Marshall Islands
636025300,PACIFIC HARMONY,IMO9668271,5LWT3,Cargo,180,30,6.3,Unknown
232061513,STORM DIVER,IMO8311273,MSET2,99,48,16,2.3,United Kingdom
248721000,VITOSHA,IMO9564138,9HA2482,Cargo,185,23,9.0,Malta
577331000,AQUA CAT,IMO9238349,YJHV6,Passenger,30,10,1.8,Unknown
538011727,FUKUJIN MARU,IMO1048968,V7A3364,Cargo,199,32,7.4,Marshall Islands
413611960,HUI ZE LENG YUN 16,IMO1044170,BPYC6,Cargo,158,23,7.6,China
219526000,MAERSK LIMA,IMO9526875,OZJM2,Cargo - Hazmat A,300,45,11.9,Denmark
636018799,GREEN AURA,IMO9808168,D5RL3,Tanker,250,44,8.5,Unknown
677100200,FOREVER,IMO9136058,5IM1003,Tanker,247,42,12.7,Unknown
538004487,DECATHLON,IMO9462926,V7XI5,Tanker,274,48,9.2,Marshall Islands
563256100,WAN HAI A18,IMO9968530,9V8939,Cargo,335,51,13.9,Singapore
241530000,NEAPOLIS,IMO9792199,SVCR4,Tanker,228,32,13.0,Greece
235108529,KMARIN RIGOUR,IMO9683049,2ICI3,Tanker,250,44,9.0,United Kingdom
241415000,MARAN GAS ROXANA,IMO9701229,SVCI4,Tanker,295,46,9.7,Greece
205104000,FLANDERS PIONEER,IMO9897559,ONKU,Tanker,230,36,8.3,Belgium
255915638,SANTIAGO,IMO9462641,CQ2096,Dredger,82,17,3.5,Portugal
249184000,MICHALIS SAN,IMO9648879,9HA6152,Cargo,190,32,6.2,Malta
636024495,MAVERICK I,IMO9351842,5LSW7,Towing,68,16,6.2,Unknown
256888000,CMA CGM MELISANDE,IMO9473028,9HA2954,Cargo,335,43,12.0,Malta
548946000,NY TRADER III,IMO9761231,DUIN,Cargo,180,30,7.3,Philippines
538011116,BAM TRITON,IMO9414474,V7A6605,Cargo,179,28,10.2,Marshall Islands
235113772,BRITISH CADET,IMO9724714,2IYH5,Tanker,183,32,8.5,United Kingdom
636021301,SMURFETTE,IMO9284489,5LDG9,Cargo,190,32,8.7,Unknown
538011321,STAVANGER STAR,IMO9984871,V7A6956,Tanker,250,44,8.5,Marshall Islands
538009821,ADVANTAGE ANGEL,IMO9779953,V7A5211,Tanker,250,44,9.0,Marshall Islands
